timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1652793770773,1369,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-4,text,false,Test failed: text expected to contain /Shop de look/,2865,0,100,100,https://www.bol.com/nl/nl/,0,0,1337
1652793772900,127,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-155,text,false,Test failed: text expected to contain /Shop de look/,2865,0,163,163,https://www.bol.com/nl/nl/,0,0,107
1652793771186,949,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-41,text,false,Test failed: text expected to contain /Shop de look/,2865,0,100,100,https://www.bol.com/nl/nl/,0,0,922
1652793770773,1378,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-10,text,false,Test failed: text expected to contain /Shop de look/,2865,0,100,100,https://www.bol.com/nl/nl/,0,0,1357
1652793772432,41,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-124,text,false,Test failed: text expected to contain /Shop de look/,2865,0,126,126,https://www.bol.com/nl/nl/,0,0,36
1652793770895,1258,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-20,text,false,Test failed: text expected to contain /Shop de look/,2865,0,100,100,https://www.bol.com/nl/nl/,0,0,1238
1652793772071,173,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-100,text,false,Test failed: text expected to contain /Shop de look/,2865,0,110,110,https://www.bol.com/nl/nl/,0,0,149
1652793772167,101,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-104,text,false,Test failed: text expected to contain /Shop de look/,2865,0,113,113,https://www.bol.com/nl/nl/,0,0,95
1652793772375,56,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-120,text,false,Test failed: text expected to contain /Shop de look/,2865,0,124,124,https://www.bol.com/nl/nl/,0,0,40
1652793771944,275,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-87,text,false,Test failed: text expected to contain /Shop de look/,2865,0,109,109,https://www.bol.com/nl/nl/,0,0,266
1652793771072,1070,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-33,text,false,Test failed: text expected to contain /Shop de look/,2865,0,100,100,https://www.bol.com/nl/nl/,0,0,1036
1652793772657,53,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-139,text,false,Test failed: text expected to contain /Shop de look/,2865,0,142,142,https://www.bol.com/nl/nl/,0,0,48
1652793771487,683,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-61,text,false,Test failed: text expected to contain /Shop de look/,2865,0,104,104,https://www.bol.com/nl/nl/,0,0,671
1652793772597,66,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-135,text,false,Test failed: text expected to contain /Shop de look/,2865,0,139,139,https://www.bol.com/nl/nl/,0,0,55
1652793771787,363,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-75,text,false,Test failed: text expected to contain /Shop de look/,2865,0,100,100,https://www.bol.com/nl/nl/,0,0,338
1652793771245,938,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-45,text,false,Test failed: text expected to contain /Shop de look/,2865,0,106,106,https://www.bol.com/nl/nl/,0,0,927
1652793772528,78,https//www.bol.com/nl/nl/,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Bol-prod-20220517-1522 1-130,text,false,Test failed: text expected to contain /Shop de look/,2865,0,135,135,https://www.bol.com/nl/nl/,0,0,70
